Gene,TCGA-A8-A07E-01A-11R,TCGA-A8-A09C-01A-11R,TCGA-A8-A084-01A-21R,TCGA-A8-A091-01A-11R,TCGA-AO-A0JI-01A-21R,TCGA-A8-A09I-01A-22R,TCGA-A7-A0CD-01A-11R,TCGA-A1-A0SK-01A-12R,TCGA-A2-A0ST-01A-12R,TCGA-A2-A0SX-01A-12R,TCGA-A2-A0T2-01A-11R,TCGA-BH-A0E6-01A-11R,TCGA-A1-A0SO-01A-22R,TCGA-A2-A0T0-01A-22R,TCGA-A2-A0YM-01A-11R,TCGA-AO-A0JL-01A-11R,TCGA-AR-A0TP-01A-11R,TCGA-AR-A0U4-01A-11R,TCGA-B6-A0WX-01A-11R,TCGA-BH-A0RX-01A-21R,TCGA-A2-A04N-01A-11R,TCGA-A2-A04Y-01A-21R,TCGA-A2-A0CL-01A-11R,TCGA-A2-A0CQ-01A-21R,TCGA-A2-A0CS-01A-11R,TCGA-A2-A0CU-01A-12R,TCGA-A2-A0CV-01A-31R,TCGA-A2-A0ES-01A-11R,TCGA-A2-A0EW-01A-21R,TCGA-A2-A0SU-01A-11R,TCGA-A2-A0T4-01A-31R,TCGA-A2-A0YI-01A-31R,TCGA-A8-A08H-01A-21R,TCGA-A8-A09A-01A-11R,TCGA-A8-A09R-01A-11R,TCGA-A8-A0A7-01A-11R,TCGA-AN-A049-01A-21R,TCGA-AN-A0FZ-01A-11R,TCGA-AO-A03U-01B-21R,TCGA-AO-A0J7-01A-11R,TCGA-AO-A126-01A-11R,TCGA-AO-A129-01A-21R,TCGA-AO-A12B-01A-11R,TCGA-AO-A12D-01A-11R,TCGA-AO-A12E-01A-11R,TCGA-AO-A12G-01A-11R,TCGA-AQ-A04L-01B-21R,TCGA-AR-A0TS-01A-11R,TCGA-AR-A0TT-01A-31R,TCGA-AR-A0TV-01A-21R,TCGA-AR-A0TY-01A-12R,TCGA-B6-A0RH-01A-21R,TCGA-B6-A0RL-01A-11R,TCGA-B6-A0RN-01A-12R,TCGA-B6-A0RQ-01A-11R,TCGA-B6-A0RV-01A-11R,TCGA-BH-A0BC-01A-22R,TCGA-BH-A0BM-01A-11R,TCGA-BH-A0BP-01A-11R,TCGA-BH-A0BW-01A-11R,TCGA-BH-A0C0-01A-21R,TCGA-BH-A0DH-01A-11R,TCGA-BH-A0DK-01A-21R,TCGA-BH-A0DP-01A-21R,TCGA-BH-A0DS-01A-11R,TCGA-BH-A0E1-01A-11R,TCGA-BH-A0E7-01A-11R,TCGA-BH-A0EE-01A-11R,TCGA-BH-A0EI-01A-11R,TCGA-BH-A0H5-01A-21R,TCGA-BH-A0W4-01A-11R,TCGA-BH-A18F-01A-11R,TCGA-BH-A18H-01A-11R,TCGA-BH-A18J-01A-11R,TCGA-BH-A18L-01A-32R,TCGA-BH-A18M-01A-11R,TCGA-BH-A18N-01A-11R,TCGA-BH-A18P-01A-11R,TCGA-BH-A18Q-01A-12R,TCGA-BH-A18S-01A-11R,TCGA-BH-A18T-01A-11R,TCGA-BH-A18V-01A-11R,TCGA-E2-A108-01A-13R,TCGA-E2-A109-01A-11R,TCGA-E2-A10B-01A-11R,TCGA-E2-A10C-01A-21R,TCGA-E2-A10E-01A-21R,TCGA-E2-A14Q-01A-11R,TCGA-E2-A14S-01A-11R,TCGA-E2-A14V-01A-11R,TCGA-E2-A14W-01A-11R,TCGA-E2-A14Y-01A-21R,TCGA-E2-A155-01A-11R,TCGA-E2-A158-01A-11R,TCGA-E2-A15C-01A-31R,TCGA-E2-A15M-01A-11R,TCGA-A1-A0SH-01A-11R,TCGA-A1-A0SJ-01A-11R,TCGA-A2-A04V-01A-21R,TCGA-A2-A0CP-01A-11R,TCGA-A2-A0CT-01A-31R,TCGA-A2-A0D3-01A-11R,TCGA-A2-A0D4-01A-11R,TCGA-A2-A0EO-01A-11R,TCGA-A2-A0EQ-01A-11R,TCGA-A2-A0EU-01A-22R,TCGA-A2-A0EV-01A-11R,TCGA-A2-A0EX-01A-21R,TCGA-A2-A0SV-01A-11R,TCGA-A2-A0SW-01A-11R,TCGA-A2-A0T1-01A-21R,TCGA-A2-A0T3-01A-21R,TCGA-A2-A0T6-01A-11R,TCGA-A2-A0T7-01A-21R,TCGA-A2-A0YC-01A-11R,TCGA-A2-A0YD-01A-11R,TCGA-A2-A0YF-01A-21R,TCGA-A2-A0YH-01A-11R,TCGA-A2-A0YK-01A-22R,TCGA-A2-A0YL-01A-21R,TCGA-A7-A0CG-01A-11R,TCGA-A7-A0CH-01A-21R,TCGA-A7-A0CJ-01A-21R,TCGA-A7-A0D9-01A-31R,TCGA-A7-A0DA-01A-31R,TCGA-A7-A0DB-01A-11R,TCGA-A7-A13D-01A-13R,TCGA-A7-A13F-01A-11R,TCGA-A8-A06N-01A-11R,TCGA-A8-A06P-01A-11R,TCGA-A8-A06Y-01A-21R,TCGA-A8-A06Z-01A-11R,TCGA-A8-A076-01A-21R,TCGA-A8-A079-01A-21R,TCGA-A8-A07F-01A-11R,TCGA-A8-A07O-01A-11R,TCGA-A8-A07P-01A-11R,TCGA-A8-A07R-01A-21R,TCGA-A8-A07W-01A-11R,TCGA-A8-A07Z-01A-11R,TCGA-A8-A081-01A-11R,TCGA-A8-A082-01A-11R,TCGA-A8-A083-01A-21R,TCGA-A8-A085-01A-11R,TCGA-A8-A086-01A-11R,TCGA-A8-A08A-01A-11R,TCGA-A8-A08G-01A-11R,TCGA-A8-A08J-01A-11R,TCGA-A8-A08O-01A-21R,TCGA-A8-A08T-01A-21R,TCGA-A8-A08X-01A-21R,TCGA-A8-A08Z-01A-21R,TCGA-A8-A099-01A-11R,TCGA-A8-A09B-01A-11R,TCGA-A8-A09G-01A-21R,TCGA-A8-A09M-01A-11R,TCGA-A8-A0A4-01A-11R,TCGA-AN-A041-01A-11R,TCGA-AN-A04A-01A-21R,TCGA-AN-A04D-01A-21R,TCGA-AN-A0AJ-01A-11R,TCGA-AN-A0AL-01A-11R,TCGA-AN-A0AM-01A-11R,TCGA-AN-A0AR-01A-11R,TCGA-AN-A0AS-01A-11R,TCGA-AN-A0FD-01A-11R,TCGA-AN-A0FF-01A-11R,TCGA-AN-A0FJ-01A-11R,TCGA-AN-A0FK-01A-11R,TCGA-AN-A0FL-01A-11R,TCGA-AN-A0FS-01A-11R,TCGA-AN-A0FT-01A-11R,TCGA-AN-A0FV-01A-11R,TCGA-AN-A0FW-01A-11R,TCGA-AN-A0FX-01A-11R,TCGA-AN-A0FY-01A-11R,TCGA-AN-A0XN-01A-21R,TCGA-AN-A0XO-01A-11R,TCGA-AN-A0XS-01A-22R,TCGA-AN-A0XT-01A-11R,TCGA-AN-A0XU-01A-11R,TCGA-AN-A0XW-01A-11R,TCGA-AO-A03O-01A-11R,TCGA-AO-A0J3-01A-11R,TCGA-AO-A0J8-01A-21R,TCGA-AO-A0J9-01A-11R,TCGA-AO-A0JB-01A-11R,TCGA-AO-A0JC-01A-11R,TCGA-AO-A0JD-01A-11R,TCGA-AO-A0JE-01A-11R,TCGA-AO-A0JF-01A-11R,TCGA-AO-A0JG-01A-31R,TCGA-AO-A0JJ-01A-11R,TCGA-AO-A12A-01A-21R,TCGA-AO-A12F-01A-11R,TCGA-AO-A12H-01A-11R,TCGA-AR-A0TQ-01A-11R,TCGA-AR-A0TR-01A-11R,TCGA-AR-A0TZ-01A-12R,TCGA-AR-A0U1-01A-11R,TCGA-AR-A0U3-01A-11R,TCGA-AR-A1AH-01A-11R,TCGA-AR-A1AI-01A-11R,TCGA-AR-A1AJ-01A-21R,TCGA-AR-A1AK-01A-21R,TCGA-AR-A1AL-01A-21R,TCGA-AR-A1AO-01A-11R,TCGA-AR-A1AP-01A-11R,TCGA-AR-A1AQ-01A-11R,TCGA-AR-A1AS-01A-11R,TCGA-AR-A1AU-01A-11R,TCGA-AR-A1AV-01A-21R,TCGA-AR-A1AW-01A-21R,TCGA-AR-A1AX-01A-11R,TCGA-AR-A1AY-01A-21R,TCGA-B6-A0I9-01A-11R,TCGA-B6-A0IB-01A-11R,TCGA-B6-A0IK-01A-12R,TCGA-B6-A0IO-01A-11R,TCGA-B6-A0RG-01A-11R,TCGA-B6-A0RM-01A-11R,TCGA-B6-A0RO-01A-22R,TCGA-B6-A0RP-01A-21R,TCGA-B6-A0X0-01A-21R,TCGA-BH-A0AU-01A-11R,TCGA-BH-A0AV-01A-31R,TCGA-BH-A0AY-01A-21R,TCGA-BH-A0AZ-01A-21R,TCGA-BH-A0B0-01A-21R,TCGA-BH-A0B4-01A-11R,TCGA-BH-A0B5-01A-11R,TCGA-BH-A0B7-01A-12R,TCGA-BH-A0BA-01A-11R,TCGA-BH-A0BF-01A-21R,TCGA-BH-A0BJ-01A-11R,TCGA-BH-A0BO-01A-23R,TCGA-BH-A0BQ-01A-21R,TCGA-BH-A0BR-01A-21R,TCGA-BH-A0BS-01A-11R,TCGA-BH-A0BT-01A-11R,TCGA-BH-A0BV-01A-11R,TCGA-BH-A0BZ-01A-31R,TCGA-BH-A0C1-01B-11R,TCGA-BH-A0C3-01A-21R,TCGA-BH-A0C7-01B-11R,TCGA-BH-A0DD-01A-31R,TCGA-BH-A0DG-01A-21R,TCGA-BH-A0DI-01A-21R,TCGA-BH-A0DL-01A-11R,TCGA-BH-A0DT-01A-21R,TCGA-BH-A0E9-01B-11R,TCGA-BH-A0EA-01A-11R,TCGA-BH-A0GY-01A-11R,TCGA-BH-A0H6-01A-21R,TCGA-BH-A0H7-01A-13R,TCGA-BH-A0H9-01A-11R,TCGA-BH-A0HA-01A-11R,TCGA-BH-A0HK-01A-11R,TCGA-BH-A0HP-01A-12R,TCGA-BH-A0HU-01A-11R,TCGA-BH-A0HW-01A-11R,TCGA-BH-A0HX-01A-21R,TCGA-BH-A0W5-01A-11R,TCGA-C8-A12K-01A-21R,TCGA-C8-A12M-01A-11R,TCGA-C8-A12N-01A-11R,TCGA-C8-A12P-01A-11R,TCGA-C8-A12T-01A-11R,TCGA-C8-A12U-01A-11R,TCGA-C8-A12V-01A-11R,TCGA-C8-A12W-01A-11R,TCGA-C8-A12X-01A-11R,TCGA-C8-A12Y-01A-11R,TCGA-C8-A12Z-01A-11R,TCGA-C8-A131-01A-11R,TCGA-C8-A132-01A-31R,TCGA-C8-A133-01A-32R,TCGA-C8-A134-01A-11R,TCGA-C8-A135-01A-11R,TCGA-C8-A138-01A-11R,TCGA-D8-A13Y-01A-11R,TCGA-D8-A13Z-01A-11R,TCGA-D8-A142-01A-11R,TCGA-D8-A145-01A-11R,TCGA-D8-A147-01A-11R,TCGA-E2-A107-01A-11R,TCGA-E2-A10A-01A-21R,TCGA-E2-A14O-01A-31R,TCGA-E2-A14X-01A-11R,TCGA-E2-A14Z-01A-11R,TCGA-E2-A150-01A-11R,TCGA-E2-A153-01A-12R,TCGA-E2-A154-01A-11R,TCGA-E2-A156-01A-11R,TCGA-E2-A159-01A-11R,TCGA-E2-A15G-01A-11R,TCGA-E2-A15J-01A-11R,TCGA-E2-A15O-01A-11R,TCGA-E2-A15P-01A-11R,TCGA-E2-A15R-01A-11R,TCGA-E2-A1B0-01A-11R,TCGA-E2-A1B1-01A-21R,TCGA-E2-A1B4-01A-11R,TCGA-E2-A1B5-01A-21R,TCGA-E2-A1B6-01A-31R,TCGA-E2-A1BC-01A-11R,TCGA-E2-A1BD-01A-11R,TCGA-A2-A0CM-01A-31R,TCGA-B6-A0RU-01A-11R,TCGA-BH-A0E0-01A-11R,TCGA-A2-A04P-01A-31R,TCGA-A2-A04Q-01A-21R,TCGA-A2-A0D0-01A-11R,TCGA-A2-A0D2-01A-21R,TCGA-A7-A0CE-01A-11R,TCGA-AO-A0J6-01A-11R,TCGA-B6-A0I2-01A-11R,TCGA-B6-A0IJ-01A-11R,TCGA-B6-A0IQ-01A-11R,TCGA-B6-A0RT-01A-21R,TCGA-BH-A0B3-01A-11R,TCGA-BH-A0B9-01A-11R,TCGA-E2-A15H-01A-11R,TCGA-E2-A152-01A-11R,TCGA-E2-A14P-01A-31R,TCGA-C8-A130-01A-31R,TCGA-C8-A12Q-01A-11R,TCGA-C8-A12L-01A-11R,TCGA-BH-A18U-01A-21R,TCGA-BH-A18R-01A-11R,TCGA-AR-A0TX-01A-11R,TCGA-AO-A0JM-01A-21R,TCGA-AO-A0J2-01A-11R,TCGA-AO-A03N-01B-11R,TCGA-AO-A03L-01A-41R,TCGA-A8-A09X-01A-11R,TCGA-A8-A094-01A-11R,TCGA-A8-A08L-01A-11R,TCGA-A8-A07I-01A-11R,TCGA-A8-A075-01A-11R,TCGA-A2-A0YG-01A-21R,TCGA-A2-A0EY-01A-11R,TCGA-A2-A0D1-01A-11R,TCGA-A2-A0CZ-01A-11R,TCGA-AN-A0XP-01A-11R,TCGA-E2-A15A-01A-11R,TCGA-E2-A15K-01A-11R,TCGA-E2-A15E-01A-11R
hsa-let-7a-1,4629.449801,5437.961622,7340.861216,9232.142040,12736.403294,3999.897766,6026.976170,3576.235267,4356.018720,4191.927860,3363.460851,3483.484841,2513.513688,4727.544845,2191.470025,5773.785583,6347.475217,3055.052338,2943.116393,4383.778326,2365.359763,6124.576690,6355.727074,9101.955910,9513.587786,6274.863344,10162.491839,6524.340608,7568.283453,5788.947797,6003.767496,10214.077527,4142.116272,5478.169852,7683.431257,4180.764226,2271.408032,6033.820508,14212.029569,1301.655661,17421.768451,8520.698702,16777.514270,4788.393417,9593.909247,13699.539450,3482.655892,5937.848299,3319.657479,6215.678962,8589.608572,8201.125276,4945.619482,6914.800274,11319.748305,6313.925795,5224.547103,13365.936296,7864.656273,5025.625154,4477.787535,6032.053186,5712.654568,9025.597743,4689.021165,13864.880019,7357.213783,3949.578754,16693.558887,8443.120800,4678.943834,10327.335174,7791.104040,7065.884885,11718.985085,10731.027958,8056.515392,13594.021602,6229.003462,10759.469796,5961.854832,8587.699540,10528.810403,12764.944193,9151.257661,6930.039914,16417.578244,8794.771396,21659.091967,6850.749009,5479.856253,7397.623723,11319.376355,6963.051745,10081.963509,6491.158511,6118.944421,6755.608470,6953.347904,6297.058839,6001.377934,15064.621751,8173.617547,6825.369917,6382.618116,7083.163152,6258.005314,5869.060742,4130.578459,2807.600774,4548.830798,4351.125870,5331.128292,6486.804135,9085.774140,4666.594083,2834.809818,3331.418476,6078.866431,4640.549668,6491.142818,10477.904054,2273.728749,5275.662519,5299.593406,7576.742124,4078.505483,13970.567808,8358.119640,6467.597201,3372.518436,3596.653131,2676.787155,8461.210396,5659.760270,5448.750210,3699.854109,6076.741361,6064.857810,6007.683229,2697.064322,6557.976134,7862.785423,3111.697797,6550.400607,8640.094162,9554.513608,2047.245401,8955.656357,7631.474167,2883.605885,5164.661303,5364.241312,6617.728263,2390.313125,3915.562664,3814.879136,8897.870307,4647.465968,7534.993249,4735.210832,5775.298018,3156.266654,4063.727081,4744.639390,4641.015246,6304.768511,3673.791308,9098.488900,6610.492969,10867.305331,3341.455386,5519.354482,6478.701378,5810.460449,7100.517098,3408.218270,5168.804552,5712.858936,4531.097016,3844.403710,3454.232993,4588.158917,2487.591606,5869.348927,5214.309195,6792.663801,9131.077483,5711.929585,4344.275305,5776.648759,4793.825696,10915.111786,6318.792360,7201.125300,13304.901978,4940.113297,6381.651499,4348.980481,5852.090779,3442.375098,6236.747234,4335.844629,5636.927099,9571.682320,20665.088245,7340.403988,5789.642212,4841.518433,11795.068531,12522.780829,8147.998675,8806.574903,7167.037596,7433.936324,4805.221318,5792.557640,4196.889612,5196.027795,12137.213189,7679.511606,6433.338751,4861.865470,8652.976882,11013.015050,8754.231352,5046.609131,11382.471212,9412.971860,4172.557654,7477.059023,3634.278054,6378.353317,4234.237641,5243.654123,8053.061674,11512.159472,5073.526819,11497.332890,14169.404960,1651.643241,13024.812137,9692.011870,6427.419709,6858.342612,7823.000626,7715.279680,6242.326139,5935.306651,10912.126159,13932.440059,10632.575584,3585.672164,7199.034580,7284.266057,6097.905202,12655.092784,6187.014455,6102.636156,3743.835105,16617.016450,6757.388618,4780.361509,13580.051635,10863.534006,11982.196811,5784.172814,6270.220551,9737.140161,4967.121045,8838.689709,7903.809477,8636.638033,5355.885942,6216.275238,7194.310120,7435.797993,8282.929687,4856.362220,6495.179920,5484.769501,6177.500859,5645.895555,8236.947196,8659.635082,11379.845768,7717.425673,8208.826141,7794.169420,7863.465888,5663.463686,8859.845694,6037.601043,14448.970504,2825.847812,6853.580476,13490.367841,9825.356273,9574.751353,8421.105248,6831.852988,8729.843194,23677.417321,9277.271777,9715.708900,10892.221791,11825.872910,4527.512382,6503.770485,4120.862232,6807.672774,3992.813311,5773.074062,4557.477253,9485.498609,3269.399223,5822.064748,3274.742284,3862.037083,5215.197512,5427.193428,4066.573232,5099.731531,7418.525752,4935.396263,5597.893056,7528.293291,5354.799689,5876.472830,5729.045792,4481.065558,4989.761757,5435.442439,8839.674146,4214.940323,3322.701007,4050.762854,7187.808197,3794.548850,3372.026433,2692.980911,5158.350831,3862.489394,4354.149253,5434.469383,9638.934737,8035.569211,9244.792537
hsa-let-7a-2,9384.941129,10872.534261,14676.346972,18276.158371,25618.305668,7713.271832,11974.374075,7095.973926,8756.175174,8261.395949,6776.599683,6679.818685,4961.154201,9333.100279,4187.963673,11442.755752,12585.800728,5996.637966,5744.122409,8648.996547,4763.543546,12283.166996,12701.334435,18206.099966,19105.312896,12325.287633,20144.345860,13039.046114,14878.640392,11534.131803,11897.792044,20321.441434,8292.682011,10984.012133,15198.237116,8250.325328,4467.355486,11949.656403,28208.485343,2582.618841,34615.318502,16931.101732,32912.753867,9433.274365,18928.761301,27406.755483,7145.613902,12124.630296,6598.044936,12159.255715,17360.172865,16260.380815,9984.249121,13870.704956,22890.233691,12569.416218,10411.130258,26296.371550,15801.685660,10088.863240,8893.175940,12070.988677,11323.827161,17801.347706,9234.010962,27803.797016,14505.140483,7639.991712,33264.130409,16855.269635,9181.308674,20505.857688,15800.459620,14036.708760,23715.931836,21365.271435,16058.842631,27039.474662,12458.741390,21398.988886,12134.519164,17057.251796,20917.717145,25770.500757,18362.089402,13852.781710,32678.433959,17410.796000,42808.637565,13655.869302,10824.273048,14494.012965,22119.521173,13740.625589,20226.441408,12798.761275,12072.903410,13444.646609,13709.722126,12391.433935,11809.209624,29973.225664,16215.631758,13329.145123,12395.027101,13877.355607,12174.188642,11610.868798,8054.866355,5634.949714,8999.589491,8599.808876,10681.888639,12841.039628,18053.277560,9093.266556,5820.363607,6618.869725,11978.014078,9082.392111,12789.765336,20799.891854,4408.159007,10272.329724,10349.184954,15114.940853,8029.441781,28234.967275,16825.075974,12941.064253,6778.451301,6975.437686,5250.969166,16604.611702,11184.963618,10712.967623,7443.775085,11514.820739,11767.152094,11720.729340,5269.286365,13124.829393,15579.002163,6338.834843,12926.019516,16911.257459,19178.960596,4085.440537,17615.578899,15212.605777,5701.785203,10139.218205,10777.235607,13064.609454,4789.350021,8000.336266,7687.909104,17394.187665,9184.088832,15069.986498,9305.412158,11585.847093,6197.498533,8328.438917,9328.214379,9161.838225,12499.957637,7186.744981,18040.851850,13137.274407,21577.066766,6557.192648,10885.805922,12922.477143,11466.980779,13831.533401,6726.063333,10110.209763,11153.120330,9026.776212,7530.674550,6870.095650,8988.620424,5121.031820,11554.800950,10138.259458,13383.474467,18028.541162,11136.495595,8836.880456,11463.303950,9457.049443,21703.229056,12483.262214,14197.650628,26608.798130,9699.893409,12708.163925,8673.560953,11652.499508,6910.029606,12372.971060,8703.337759,11349.484129,19131.344032,41314.485075,14690.734954,11431.461763,9592.294487,23707.220830,24824.428721,16576.951206,17308.879188,14174.428707,14982.666953,9588.386219,11390.804643,8301.204853,10432.298300,23953.637576,15229.946413,12748.711550,9629.272103,17003.321247,22000.138574,17631.505725,9883.031121,22732.731011,18720.009371,7925.020280,14968.875971,7172.211280,12649.983757,8450.597696,10387.931714,16039.115764,22884.378755,10151.422525,22939.956983,28056.212063,3261.388179,26380.452762,19531.783771,12814.368834,13634.602046,15563.515457,15395.937178,12460.786581,11790.761508,21658.682730,27815.851004,21272.935467,7007.630418,14323.295951,14469.964274,12016.717896,25337.836405,12236.879539,12126.830540,7305.774163,33162.543199,13435.587534,9453.725064,26627.091782,21385.436914,23791.463934,11679.871607,12534.261301,19183.915996,9947.224339,17489.931691,15597.339723,17351.266024,10735.592897,12497.106334,14233.805972,14634.590637,16548.784204,9738.243033,12924.104444,10778.029221,12235.871757,11084.550896,16620.471280,17219.656382,22563.279149,15600.723618,16212.393190,15606.751264,15468.623169,11094.677022,17761.211510,12002.355776,28781.993577,5501.860328,13649.223717,26673.042040,19513.494565,19282.009985,16843.725220,13588.708693,17232.895308,47586.509763,18327.443002,19321.790204,21627.629304,23515.886628,9200.977466,13111.597927,7957.983662,13410.603510,7602.098993,11582.617321,8963.712333,18694.805150,6509.720965,11436.343177,6730.107158,7451.815677,10195.122956,10929.335378,7960.347837,10204.520268,15050.499093,9758.341828,11048.500970,14939.655460,10619.572723,11772.740094,11308.747961,8942.534619,10026.600600,10758.647315,17746.486693,8459.902218,6628.776633,8200.587699,14114.586020,7532.317064,6572.611400,5328.166626,10188.461479,7502.158002,8710.065613,11042.368029,19115.398456,15749.505996,18378.652909
hsa-let-7a-3,4742.015190,5596.566012,7457.105517,9207.990767,12855.733475,3965.595633,6107.129006,3574.665917,4457.441598,4174.301075,3506.742609,3437.021633,2569.699631,4781.711785,2121.375212,5881.038566,6342.614299,3228.361082,2976.985451,4394.824299,2425.255139,6167.701096,6358.735638,9379.850389,9668.633860,6294.666791,10128.047358,6658.956750,7664.015044,5869.884448,6078.827531,10205.740526,4175.914138,5561.187137,7772.233982,4243.858196,2304.896454,6140.443640,14375.259567,1315.779102,17485.040540,8512.104234,16697.229936,4774.460168,9656.137085,13851.264852,3673.344077,6009.356251,3371.245008,6273.867825,8700.497263,8278.770200,5019.071428,7011.237539,11539.891471,6311.988711,5180.792044,13233.921585,7991.726119,5048.192914,4375.088968,6180.022735,5794.100358,8971.211893,4727.251713,13831.604972,7388.961924,3871.289087,16749.714335,8452.086369,4705.310833,10280.584294,7973.320279,7042.119632,12090.466564,10842.777108,8172.632864,13783.446493,6355.331560,10728.803665,6073.746028,8625.450742,10609.360996,12978.914364,9323.806419,6974.780557,16368.570548,8787.719636,21618.315415,6956.500267,5599.877379,7315.798011,11252.378738,6981.247362,10146.085411,6479.230700,6115.795844,6761.689414,7127.616536,6410.351403,6054.338349,15139.314855,8260.117393,6810.827521,6538.810479,7160.252058,6306.026282,5927.889032,4137.512595,2848.777799,4649.582470,4405.556665,5419.033013,6558.071105,9150.347233,4689.556877,2860.019561,3395.567383,6121.610358,4644.597408,6551.751061,10650.821816,2233.770616,5300.279753,5295.381284,7807.014206,4090.372383,14084.309095,8496.569144,6479.336903,3403.259711,3598.110446,2693.686826,8428.333594,5755.044597,5578.482358,3735.107602,6113.729507,6226.482514,6118.576870,2712.767753,6715.545104,8056.676729,3195.227009,6614.748097,8744.105996,9776.148629,2093.628010,8833.927539,7702.411409,2948.268716,5280.624987,5456.094759,6708.343284,2414.158098,4034.656987,3862.876648,8869.672831,4733.719304,7877.135882,4858.329378,5954.490887,3243.441445,4130.485268,4793.029873,4689.490581,6417.172106,3699.765087,9311.085939,6755.085611,11068.365186,3377.020381,5562.404853,6574.746817,5725.699898,7154.077763,3457.648919,5223.754521,5815.725932,4580.818186,3825.040501,3483.123598,4775.519952,2563.331520,5969.626634,5179.773111,6877.075111,9135.776611,5629.885812,4432.003463,5863.230249,4730.649901,10902.011299,6412.463076,7463.489488,13438.844507,4971.862097,6448.765219,4442.727882,6046.799900,3382.579569,6406.434186,4541.945842,5686.871393,9652.860452,20687.613019,7399.171693,5906.766878,4917.412060,11920.622188,12500.404282,8307.677485,8654.439594,7095.030873,7689.878492,5122.218198,5845.074028,4187.188705,5221.838637,12051.106721,7728.984846,6446.708226,4913.472249,8639.483713,11128.615241,8901.044048,5121.259979,11429.367240,9521.798613,4180.669834,7538.261004,3721.932957,6426.828177,4320.875177,5218.295973,8080.142459,11382.435629,5102.860779,11604.517473,14287.082486,1677.753777,13102.320526,9833.233846,6371.649270,6915.214527,7987.573734,7832.422397,6325.313676,6090.888859,10946.102155,13981.196790,10742.334216,3556.136149,7257.552744,7531.712406,6230.277924,12835.077683,6190.655589,6150.993726,3785.740271,16676.935563,6828.619556,4815.867557,13367.821791,10908.191666,12107.415042,5858.743439,6278.351867,9740.345066,5111.054667,8767.696218,7806.005184,8702.254585,5404.296389,6363.291118,7273.235041,7519.043674,8308.542443,4860.711980,6706.853002,5590.850033,6099.287029,5733.645915,8294.230118,8664.554281,11399.347707,7885.207658,8179.228856,7864.009648,7880.328765,5630.681938,8903.324312,6015.582526,14540.732581,2863.306636,6982.801742,13508.665741,9830.113163,9688.483024,8410.123503,6783.038189,8800.830645,23679.250194,9364.684065,9699.543973,10939.511097,11880.790639,4492.364589,6577.916333,4461.351193,6939.957403,3931.861487,6049.328237,4826.507107,9603.991106,3461.128860,5579.197621,3517.214427,3827.132149,5292.956925,5538.958768,4220.247901,5187.772874,7519.220874,4982.430930,5679.071760,7544.456556,5472.691736,6019.157714,5736.758374,4433.034929,5086.781491,5384.782683,9019.140254,4265.270605,3403.452854,4169.842553,7329.901345,3895.569613,3398.878711,2772.793324,5334.496830,4018.647659,4358.036887,5698.314511,9644.249209,8082.265474,9253.079036
